ID_HECHO,N_VICTIMAS,FECHA,DIA_SEMANA,ANIO,MES,DIA,HORA,FRANJA_HORARIA,TIPO_DE_CALLE,CALLE,CRUCE,LUGAR_DEL_HECHO,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO
2017-0077,1,2017-06-17,SABADO,2017,6,17,23,NOCHE_21-1,CALLE,FRAY JUSTO SANTAMARIA DE ORO,,FRAY JUSTO SANTAMARIA DE ORO 1930,14,-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS
2017-0079,1,2017-06-19,LUNES,2017,6,19,16,TARDE_16-20,CALLE,MEXICO,DEAN FUNES,MEXICO y DEAN FUNES,3,-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS
2017-0080,1,2017-06-22,JUEVES,2017,6,22,10,MANIANA_6-10,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ESCALADA AV.,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS
2017-0082,1,2017-06-25,DOMINGO,2017,6,25,22,NOCHE_21-1,AVENIDA,ENTRE RIOS AV.,BRASIL,ENTRE RIOS AV. y BRASIL,4,-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO
2017-0083,1,2017-07-04,MARTES,2017,7,4,0,NOCHE_21-1,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS
2017-0084,1,2017-07-05,MIERCOLES,2017,7,5,12,MEDIODIA_11-15,AVENIDA,DEL LIBERTADOR AV.,RODRIGUEZ PEÑA,DEL LIBERTADOR AV. y RODRIGUEZ PEÑA,2,-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0085,1,2017-07-07,VIERNES,2017,7,7,14,MEDIODIA_11-15,AVENIDA,TACUARI,"GARCIA, MARTIN AV.","TACUARI y GARCIA, MARTIN AV.",4,-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0086,1,2017-07-09,DOMINGO,2017,7,9,7,MANIANA_6-10,AVENIDA,RIVADAVIA AV.,MURGUIONDO,RIVADAVIA AV. y MURGUIONDO,9,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO
2017-0087,1,2017-07-10,LUNES,2017,7,10,10,MANIANA_6-10,CALLE,24 DE NOVIEMBRE,,24 DE NOVIEMBRE 390,3,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO
2017-0088,1,2017-07-10,LUNES,2017,7,10,22,NOCHE_21-1,AVENIDA,PASEO COLON AV.,BRASIL AV.,PASEO COLON AV. y BRASIL AV.,1,-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0089,1,2017-07-13,JUEVES,2017,7,13,12,MEDIODIA_11-15,CALLE,"LEGUIZAMON, MARTINIANO",,"LEGUIZAMON, MARTINIANO 901",9,-58.51514709,-34.64787051,SD-AUTO,SD,AUTO
2017-0090,1,2017-07-15,SABADO,2017,7,15,5,MADRUGADA_2-5,GRAL PAZ,CHIVILCOY AV.,"PAZ, GRAL. AV.","CHIVILCOY AV. y PAZ, GRAL. AV.",11,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO
2017-0091,1,2017-07-15,SABADO,2017,7,15,13,MEDIODIA_11-15,GRAL PAZ,SUPERI,"PAZ, GRAL. AV.","SUPERI y PAZ, GRAL. AV.",12,-58.48671535,-34.54321216,MOTO-SD,MOTO,SD
2017-0092,1,2017-07-24,LUNES,2017,7,24,22,NOCHE_21-1,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO
2017-0093,1,2017-07-25,MARTES,2017,7,25,16,TARDE_16-20,AUTOPISTA,"LUGONES, LEOPOLDO AV.",PUENTE DISTRIBUIDOR SCALABRINI ORTIZ,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO
2017-0094,1,2017-07-27,JUEVES,2017,7,27,8,MANIANA_6-10,CALLE,"HUGO, VICTOR",,"HUGO, VICTOR 2639",10,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS
2017-0095,1,2017-08-06,DOMINGO,2017,8,6,8,MANIANA_6-10,AVENIDA,CORDOBA AV.,"SALGUERO, JERONIMO","CORDOBA AV. y SALGUERO, JERONIMO",14,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO
2017-0096,1,2017-08-07,LUNES,2017,8,7,19,TARDE_16-20,AVENIDA,CABILDO AV.,NUÑEZ,CABILDO AV. y NUÑEZ,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0098,1,2017-08-08,MARTES,2017,8,8,12,MEDIODIA_11-15,CALLE,"BONIFACIO, JOSE",,"BONIFACIO, JOSE 2114",7,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO
2017-0099,1,2017-08-17,JUEVES,2017,8,17,19,TARDE_16-20,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",,"FIGUEROA ALCORTA, PRES. AV. 5400",14,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO
2017-0100,1,2017-08-21,LUNES,2017,8,21,7,MANIANA_6-10,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3,-58.39674470,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0101,1,2017-08-23,MIERCOLES,2017,8,23,10,MANIANA_6-10,AVENIDA,"LACROZE, FEDERICO AV.",ZAPATA,"LACROZE, FEDERICO AV. y ZAPATA",13,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE
2017-0102,1,2017-08-24,JUEVES,2017,8,24,1,NOCHE_21-1,AVENIDA,"IRIARTE, GRAL. AV.",ZAVALETA,"IRIARTE, GRAL. AV. y ZAVALETA",4,-58.40056767,-34.65107080,PEATON-CARGAS,PEATON,CARGAS
2017-0104,1,2017-08-25,VIERNES,2017,8,25,9,MANIANA_6-10,AVENIDA,9 DE JULIO AV.,ESTADOS UNIDOS,9 DE JULIO AV. y ESTADOS UNIDOS,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS
2017-0106,1,2017-08-31,JUEVES,2017,8,31,19,TARDE_16-20,CALLE,FRAY JUSTO SANTAMARIA DE ORO,GUEMES,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0107,1,2017-09-01,VIERNES,2017,9,1,11,MEDIODIA_11-15,AVENIDA,DEL LIBERTADOR AV.,JARAMILLO,DEL LIBERTADOR AV. y JARAMILLO,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS
2017-0108,2,2017-09-02,SABADO,2017,9,2,4,MADRUGADA_2-5,GRAL PAZ,"PAZ, GRAL. AV.",MACHAIN,"PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0109,1,2017-09-04,LUNES,2017,9,4,21,NOCHE_21-1,AVENIDA,DIRECTORIO AV.,PORTELA,DIRECTORIO AV. y PORTELA,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO
2017-0110,1,2017-09-06,MIERCOLES,2017,9,6,14,MEDIODIA_11-15,AVENIDA,LAVALLE,"ALEM, LEANDRO N. AV.","LAVALLE y ALEM, LEANDRO N. AV.",1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0111,1,2017-09-07,JUEVES,2017,9,7,18,TARDE_16-20,CALLE,USPALLATA,PIROVANO,USPALLATA y PIROVANO,4,-58.42023854,-34.64234110,PEATON-CARGAS,PEATON,CARGAS
2017-0112,2,2017-09-10,DOMINGO,2017,9,10,9,MANIANA_6-10,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0113,1,2017-09-11,LUNES,2017,9,11,6,MANIANA_6-10,AVENIDA,SANTA FE AV.,MAIPU,SANTA FE AV. y MAIPU,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0114,1,2017-09-15,VIERNES,2017,9,15,2,MADRUGADA_2-5,AVENIDA,ALVEAR AV.,DEL LIBERTADOR AV.,ALVEAR AV. y DEL LIBERTADOR AV.,2,-58.39100580,-34.58498660,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0115,1,2017-09-19,MARTES,2017,9,19,18,TARDE_16-20,AVENIDA,PAVON AV.,TREINTA Y TRES ORIENTALES,PAVON AV. y TREINTA Y TRES ORIENTALES,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA
2017-0116,1,2017-09-20,MIERCOLES,2017,9,20,22,NOCHE_21-1,GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 5750",12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0118,1,2017-09-22,VIERNES,2017,9,22,7,MANIANA_6-10,AVENIDA,VIEYTES,"CRUZ, OSVALDO AV.","VIEYTES y CRUZ, OSVALDO AV.",4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO
2017-0120,1,2017-10-02,LUNES,2017,10,2,15,MEDIODIA_11-15,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS
2017-0123,1,2017-10-10,MARTES,2017,10,10,1,NOCHE_21-1,AVENIDA,ALBARIÑO,ARGENTINA AV.,ALBARIÑO y ARGENTINA AV.,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO
2017-0124,1,2017-10-12,JUEVES,2017,10,12,14,MEDIODIA_11-15,CALLE,"RAMIREZ DE VELASCO, JUAN",,"RAMIREZ DE VELASCO, JUAN 1211",15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0125,1,2017-10-13,VIERNES,2017,10,13,6,MANIANA_6-10,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",LARRAYA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0126,2,2017-10-14,SABADO,2017,10,14,6,MANIANA_6-10,AVENIDA,RIESTRA AV.,CAÑADA DE GOMEZ,RIESTRA AV. y CAÑADA DE GOMEZ,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0127,1,2017-10-16,LUNES,2017,10,16,7,MANIANA_6-10,AVENIDA,GALLO,CORDOBA AV.,GALLO y CORDOBA AV.,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO
2017-0128,1,2017-10-17,MARTES,2017,10,17,12,MEDIODIA_11-15,CALLE,"ARANGUREN, JUAN F., DR.",,"ARANGUREN, JUAN F., DR. 611",6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0129,1,2017-10-26,JUEVES,2017,10,26,19,TARDE_16-20,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA 25 DE MAYO,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0130,1,2017-10-27,VIERNES,2017,10,27,5,MADRUGADA_2-5,AVENIDA,CHORROARIN,SAN MARTIN AV.,CHORROARIN y SAN MARTIN AV.,15,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS
2017-0132,1,2017-10-30,LUNES,2017,10,30,14,MEDIODIA_11-15,AVENIDA,COSQUIN,"ROCA, CNEL. AV.","COSQUIN y ROCA, CNEL. AV.",8,-58.46552171,-34.69374130,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0134,1,2017-11-06,LUNES,2017,11,6,18,TARDE_16-20,AVENIDA,"ROCA, CNEL. AV.",,"ROCA, CNEL. AV. 3555",8,-58.44239720,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0135,1,2017-11-07,MARTES,2017,11,7,12,MEDIODIA_11-15,AVENIDA,WARNES AV.,PUNTA ARENAS,WARNES AV. y PUNTA ARENAS,15,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS
2017-0136,1,2017-11-16,JUEVES,2017,11,16,8,MANIANA_6-10,AVENIDA,BARCO CENTENERA DEL,"RABANAL, FRANCISCO, INTENDENTE AV.","BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0137,1,2017-11-17,VIERNES,2017,11,17,11,MEDIODIA_11-15,AVENIDA,MOSCONI GENERAL AV.,SAN NICOLAS,MOSCONI GENERAL AV. y SAN NICOLAS,11,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS
2017-0138,1,2017-11-19,DOMINGO,2017,11,19,10,MANIANA_6-10,AVENIDA,LAFUENTE AV.,"PERON, EVA AV.","LAFUENTE AV. y PERON, EVA AV.",7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0139,1,2017-11-19,DOMINGO,2017,11,19,22,NOCHE_21-1,AVENIDA,"ROCA, CNEL. AV.",ESCALADA AV.,"ROCA, CNEL. AV. y ESCALADA AV.",8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0140,1,2017-11-19,DOMINGO,2017,11,19,23,NOCHE_21-1,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,.,.,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0141,1,2017-11-23,JUEVES,2017,11,23,19,TARDE_16-20,AVENIDA,LA PLATA AV.,"GOYENA, PEDRO AV.","LA PLATA AV. y GOYENA, PEDRO AV.",6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0143,1,2017-11-25,SABADO,2017,11,25,21,NOCHE_21-1,CALLE,"TRELLES, MANUEL R.","DIAZ, CESAR, GRAL.","TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS
2017-0144,1,2017-11-26,DOMINGO,2017,11,26,6,MANIANA_6-10,GRAL PAZ,"ROCA, CNEL. AV.","PAZ, GRAL. AV.","ROCA, CNEL. AV. y PAZ, GRAL. AV.",8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0145,1,2017-11-26,DOMINGO,2017,11,26,17,TARDE_16-20,CALLE,MAZA,DON BOSCO,MAZA y DON BOSCO,5,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO
2017-0147,1,2017-11-28,MARTES,2017,11,28,11,MEDIODIA_11-15,GRAL PAZ,"PAZ, GRAL. AV.","PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.50251790,-34.67450313,MOTO-AUTO,MOTO,AUTO
2017-0148,1,2017-11-29,MIERCOLES,2017,11,29,10,MANIANA_6-10,AVENIDA,SAN JUAN AV.,LA RIOJA,SAN JUAN AV. y LA RIOJA,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0149,1,2017-11-30,JUEVES,2017,11,30,12,MEDIODIA_11-15,AVENIDA,PASEO COLON AV.,MEXICO,PASEO COLON AV. y MEXICO,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0150,1,2017-12-04,LUNES,2017,12,4,1,NOCHE_21-1,AVENIDA,RIVADAVIA AV.,MIRALLA,RIVADAVIA AV. y MIRALLA,9,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO
2017-0151,1,2017-12-04,LUNES,2017,12,4,2,MADRUGADA_2-5,CALLE,VIEYTES,LUJAN,VIEYTES y LUJAN,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0152,1,2017-12-06,MIERCOLES,2017,12,6,17,TARDE_16-20,CALLE,CACHI,TRAFUL,CACHI y TRAFUL,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2017-0153,2,2017-12-11,LUNES,2017,12,11,2,MADRUGADA_2-5,AVENIDA,ROSARIO,LA PLATA AV.,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0154,1,2017-12-11,LUNES,2017,12,11,9,MANIANA_6-10,AVENIDA,ENTRE RIOS AV.,CASEROS AV.,ENTRE RIOS AV. y CASEROS AV.,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0155,1,2017-12-12,MARTES,2017,12,12,21,NOCHE_21-1,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 6350,7,-58.45593915,-34.62656868,SD-MOTO,SD,MOTO
2017-0157,1,2017-12-17,DOMINGO,2017,12,17,9,MANIANA_6-10,GRAL PAZ,"PAZ, GRAL. AV.",HUMAITA,"PAZ, GRAL. AV. y HUMAITA",9,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS
2017-0158,1,2017-12-18,LUNES,2017,12,18,21,NOCHE_21-1,GRAL PAZ,GUALEGUAYCHU,"PAZ, GRAL. AV.","GUALEGUAYCHU y PAZ, GRAL. AV.",11,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO
2017-0159,1,2017-12-20,MIERCOLES,2017,12,20,4,MADRUGADA_2-5,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO
2017-0160,1,2017-12-22,VIERNES,2017,12,22,13,MEDIODIA_11-15,AVENIDA,NAZCA AV.,,NAZCA AV. 365,7,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO
2017-0161,1,2017-12-26,MARTES,2017,12,26,15,MEDIODIA_11-15,AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 5249",9,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO
2018-0001,1,2018-01-01,LUNES,2018,1,1,22,NOCHE_21-1,AVENIDA,SAN JUAN AV.,RINCON,SAN JUAN AV. y RINCON,3,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO
2018-0002,1,2018-01-03,MIERCOLES,2018,1,3,16,TARDE_16-20,CALLE,PERU,,PERU 937,1,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2018-0003,1,2018-01-05,VIERNES,2018,1,5,10,MANIANA_6-10,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",GALICIA,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",15,-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE
2018-0004,1,2018-01-09,MARTES,2018,1,9,9,MANIANA_6-10,AVENIDA,DEL LIBERTADOR AV.,MANZANARES,DEL LIBERTADOR AV. y MANZANARES,13,-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE
2018-0005,1,2018-01-09,MARTES,2018,1,9,22,NOCHE_21-1,AVENIDA,PASEO COLON AV.,,PASEO COLON AV. 1019,1,-58.36907201,-34.61953517,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0006,1,2018-01-10,MIERCOLES,2018,1,10,21,NOCHE_21-1,CALLE,VALLE,BARCO CENTENERA DEL,VALLE y BARCO CENTENERA DEL,6,-58.44062219,-34.62499107,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2018-0007,1,2018-01-11,JUEVES,2018,1,11,2,MADRUGADA_2-5,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO KM. 0.6,9,-58.52502765,-34.63601265,AUTO-AUTO,AUTO,AUTO
2018-0008,1,2018-01-12,VIERNES,2018,1,12,17,TARDE_16-20,AVENIDA,"HUERGO, ING. AV.",INDEPENDENCIA AV.,"HUERGO, ING. AV. e INDEPENDENCIA AV.",1,-58.36659655,-34.61687778,MOTO-CARGAS,MOTO,CARGAS
2018-0009,1,2018-01-14,DOMINGO,2018,1,14,2,MADRUGADA_2-5,AVENIDA,PILCOMAYO,"BROWN, ALTE. AV.","PILCOMAYO y BROWN, ALTE. AV.",4,-58.36737389,-34.62763661,MOTO-MOTO,MOTO,MOTO
2018-0010,1,2018-01-18,JUEVES,2018,1,18,5,MADRUGADA_2-5,CALLE,CERVANTES,"BELAUSTEGUI, LUIS, DR.","CERVANTES y BELAUSTEGUI, LUIS, DR.",10,-58.49807953,-34.63038658,MOTO-CARGAS,MOTO,CARGAS
2018-0011,1,2018-01-19,VIERNES,2018,1,19,10,MANIANA_6-10,AVENIDA,CALLAO AV.,"LOPEZ, VICENTE","CALLAO AV. y LOPEZ, VICENTE",2,-58.39092703,-34.59088447,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0012,1,2018-01-26,VIERNES,2018,1,26,13,MEDIODIA_11-15,CALLE,OLIDEN,"CHILAVERT, MARTINIANO, CORONEL","OLIDEN y CHILAVERT, MARTINIANO, CORONEL",8,-58.46912006,-34.68049201,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0013,1,2018-01-28,DOMINGO,2018,1,28,8,MANIANA_6-10,AVENIDA,CONGRESO AV.,GALVAN,CONGRESO AV. y GALVAN,12,-58.48661286,-34.56786129,MOTO-AUTO,MOTO,AUTO
2018-0014,1,2018-01-31,MIERCOLES,2018,1,31,20,TARDE_16-20,AVENIDA,"MORENO, PERITO AV.",RIVERA INDARTE AV.,"MORENO, PERITO AV. y RIVERA INDARTE AV.",7,-58.44074927,-34.65080597,PEATON-MOTO,PEATON,MOTO
2018-0015,2,2018-02-06,MARTES,2018,2,6,1,NOCHE_21-1,AVENIDA,AUSTRALIA AV.,,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0016,1,2018-02-15,JUEVES,2018,2,15,10,MANIANA_6-10,AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,MOTO-CARGAS,MOTO,CARGAS
2018-0017,1,2018-02-17,SABADO,2018,2,17,4,MADRUGADA_2-5,AVENIDA,SAN PEDRITO AV.,RIVADAVIA AV.,SAN PEDRITO AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON-AUTO,PEATON,AUTO
2018-0018,1,2018-02-17,SABADO,2018,2,17,7,MANIANA_6-10,CALLE,ISABEL LA CATOLICA,"SALVADORES, CNEL.","ISABEL LA CATOLICA y SALVADORES, CNEL.",4,-58.37207554,-34.64543658,MOTO-CARGAS,MOTO,CARGAS
2018-0019,1,2018-02-17,SABADO,2018,2,17,12,MEDIODIA_11-15,AVENIDA,LAS HERAS GENERAL AV.,CALLAO AV.,LAS HERAS GENERAL AV. y CALLAO AV.,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0020,1,2018-02-19,LUNES,2018,2,19,22,NOCHE_21-1,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8,-58.45012957,-34.66518343,MOTO-CARGAS,MOTO,CARGAS
2018-0021,1,2018-02-22,JUEVES,2018,2,22,10,MANIANA_6-10,AVENIDA,"ALCORTA, AMANCIO AV.",ZAVALETA,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0022,1,2018-02-24,SABADO,2018,2,24,0,NOCHE_21-1,AVENIDA,"MONTES DE OCA, MANUEL AV.",OLAVARRIA,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",4,-58.37441153,-34.63966783,MOTO-CARGAS,MOTO,CARGAS
2018-0023,1,2018-02-24,SABADO,2018,2,24,6,MANIANA_6-10,CALLE,BARCO CENTENERA DEL,ROSARIO,BARCO CENTENERA DEL y ROSARIO,6,-58.44110156,-34.62082399,MOTO-AUTO,MOTO,AUTO
2018-0024,1,2018-02-28,MIERCOLES,2018,2,28,23,NOCHE_21-1,AVENIDA,ALVAREZ THOMAS AV.,DONADO,ALVAREZ THOMAS AV. y DONADO,15,-58.47087351,-34.57827342,PEATON-CARGAS,PEATON,CARGAS
2018-0025,1,2018-03-04,DOMINGO,2018,3,4,22,NOCHE_21-1,AVENIDA,AVELLANEDA AV.,BOYACA AV.,AVELLANEDA AV. y BOYACA AV.,7,-58.45962210,-34.62245140,PEATON-AUTO,PEATON,AUTO
2018-0026,2,2018-03-09,VIERNES,2018,3,9,4,MADRUGADA_2-5,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS
2018-0027,1,2018-03-11,DOMINGO,2018,3,11,23,NOCHE_21-1,CALLE,CASTRO,RONDEAU,CASTRO y RONDEAU,5,-58.41911301,-34.63722107,PEATON-MOTO,PEATON,MOTO
2018-0028,1,2018-03-13,MARTES,2018,3,13,15,MEDIODIA_11-15,AVENIDA,"BILBAO, FRANCISCO AV.",AZUL,"BILBAO, FRANCISCO AV. y AZUL",9,-58.47120586,-34.64251042,PEATON-CARGAS,PEATON,CARGAS
2018-0029,1,2018-03-15,JUEVES,2018,3,15,18,TARDE_16-20,AVENIDA,NAZCA AV.,GAONA AV.,NAZCA AV. y GAONA AV.,11,-58.47418944,-34.62049672,MOTO-AUTO,MOTO,AUTO
2018-0030,1,2018-03-20,MARTES,2018,3,20,1,NOCHE_21-1,AVENIDA,PLAZA,ALVAREZ THOMAS AV.,PLAZA y ALVAREZ THOMAS AV.,15,-58.46720441,-34.57905579,MOTO-MOTO,MOTO,MOTO
2018-0031,1,2018-03-28,MIERCOLES,2018,3,28,10,MANIANA_6-10,AVENIDA,GAONA AV.,"ARTIGAS, JOSE GERVASIO, GRAL.","GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11,-58.46909362,-34.61779710,MOTO-CARGAS,MOTO,CARGAS
2018-0032,1,2018-04-02,LUNES,2018,4,2,13,MEDIODIA_11-15,AVENIDA,CABILDO AV.,AGUILAR,CABILDO AV. y AGUILAR,13,-58.44704343,-34.56888640,PEATON-PASAJEROS,PEATON,PASAJEROS
