ID_HECHO,N_VICTIMAS,FECHA,DIA_SEMANA,ANIO,MES,DIA,HORA,FRANJA_HORARIA,TIPO_DE_CALLE,CALLE,CRUCE,LUGAR_DEL_HECHO,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO
2021-0037,1,2021-05-11,MARTES,2021,5,11,7,MANIANA_6-10,AVENIDA,MONROE,"BALBIN, RICARDO, DR. AV.","MONROE y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0038,1,2021-05-14,VIERNES,2021,5,14,11,MEDIODIA_11-15,AVENIDA,"JUSTO, JUAN B. AV.",SANTA FE AV.,"JUSTO, JUAN B. AV. y SANTA FE AV.",14,-58.42653328,-34.57816791,MOTO-CARGAS,MOTO,CARGAS
2021-0039,1,2021-05-15,SABADO,2021,5,15,12,MEDIODIA_11-15,AVENIDA,OLIDEN,"ALBERDI, JUAN BAUTISTA AV.","OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA-AUTO,BICICLETA,AUTO
2021-0040,1,2021-05-20,JUEVES,2021,5,20,5,MADRUGADA_2-5,GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-AUTO,MOTO,AUTO
2021-0041,1,2021-05-20,JUEVES,2021,5,20,8,MANIANA_6-10,AVENIDA,DEL LIBERTADOR AV.,CASARES AV.,DEL LIBERTADOR AV. y CASARES AV.,14,-58.40986646,-34.57728060,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0042,1,2021-05-21,VIERNES,2021,5,21,5,MADRUGADA_2-5,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0043,1,2021-05-22,SABADO,2021,5,22,18,TARDE_16-20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",PILAR,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,-58.50719962,-34.65556223,PEATON-AUTO,PEATON,AUTO
2021-0044,1,2021-05-25,MARTES,2021,5,25,2,MADRUGADA_2-5,AVENIDA,"PERON, EVA AV.","ACOSTA, MARIANO","PERON, EVA AV. y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0045,1,2021-05-26,MIERCOLES,2021,5,26,17,TARDE_16-20,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MULTIPLE,MOTO,MULTIPLE
2021-0046,1,2021-05-31,LUNES,2021,5,31,2,MADRUGADA_2-5,AVENIDA,ELCANO AV.,GUZMAN AV.,ELCANO AV. y GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0047,1,2021-06-02,MIERCOLES,2021,6,2,16,TARDE_16-20,AVENIDA,"VEDIA, AGUSTIN DE","RABANAL, FRANCISCO, INTENDENTE AV.","VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO-AUTO,MOTO,AUTO
2021-0048,1,2021-06-03,JUEVES,2021,6,3,9,MANIANA_6-10,AVENIDA,CAPDEVILA,CONGRESO AV.,CAPDEVILA y CONGRESO AV.,12,-58.49026573,-34.56981410,BICICLETA-AUTO,BICICLETA,AUTO
2021-0049,1,2021-06-03,JUEVES,2021,6,3,20,TARDE_16-20,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,AUTO-AUTO,AUTO,AUTO
2021-0050,1,2021-06-10,JUEVES,2021,6,10,13,MEDIODIA_11-15,AVENIDA,DEL LIBERTADOR AV.,,DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,MOTO-PASAJEROS,MOTO,PASAJEROS
2021-0051,1,2021-06-15,MARTES,2021,6,15,19,TARDE_16-20,AVENIDA,27 DE FEBRERO AV.,EREZCANO AV.,27 DE FEBRERO AV. y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON-CARGAS,PEATON,CARGAS
2021-0052,1,2021-06-20,DOMINGO,2021,6,20,5,MADRUGADA_2-5,GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0053,1,2021-06-20,DOMINGO,2021,6,20,12,MEDIODIA_11-15,AVENIDA,CORRIENTES AV.,,CORRIENTES AV. 5783,15,-58.44399875,-34.59477360,PEATON-BICICLETA,PEATON,BICICLETA
2021-0054,1,2021-06-22,MARTES,2021,6,22,14,MEDIODIA_11-15,CALLE,TABARE,EREZCANO,TABARE y EREZCANO,4,-58.42759813,-34.65463857,MOTO-CARGAS,MOTO,CARGAS
2021-0055,1,2021-06-29,MARTES,2021,6,29,12,MEDIODIA_11-15,AVENIDA,CORRIENTES AV.,PUEYRREDON AV.,CORRIENTES AV. y PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO-CARGAS,MOTO,CARGAS
2021-0056,1,2021-07-09,VIERNES,2021,7,9,23,NOCHE_21-1,AVENIDA,CORRALES,"MORENO, PERITO AV.","CORRALES y MORENO, PERITO AV.",4,-58.42473018,-34.65008280,BICICLETA-AUTO,BICICLETA,AUTO
2021-0057,1,2021-07-10,SABADO,2021,7,10,23,NOCHE_21-1,AUTOPISTA,AUTOPISTA ARTURO ILLIA,,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,-58.39257023,-34.57563957,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0058,1,2021-07-21,MIERCOLES,2021,7,21,0,NOCHE_21-1,GRAL PAZ,"PAZ, GRAL. AV.",VEDIA,"PAZ, GRAL. AV. y VEDIA",12,-58.48941042,-34.54596153,PEATON-AUTO,PEATON,AUTO
2021-0059,1,2021-07-22,JUEVES,2021,7,22,1,NOCHE_21-1,AVENIDA,"GARAY, JUAN DE AV.",,"GARAY, JUAN DE AV. 2269",3,-58.39640740,-34.62783085,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0060,1,2021-07-22,JUEVES,2021,7,22,12,MEDIODIA_11-15,AVENIDA,"SALGUERO, JERONIMO",RIVADAVIA AV.,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.61112240,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0061,1,2021-07-24,SABADO,2021,7,24,9,MANIANA_6-10,AVENIDA,"MORENO, PERITO AV.","ALCORTA, AMANCIO AV.","MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON-CARGAS,PEATON,CARGAS
2021-0062,1,2021-07-27,MARTES,2021,7,27,7,MANIANA_6-10,AVENIDA,LA PLATA AV.,,LA PLATA AV. 2723,4,-58.42003882,-34.64645957,AUTO-CARGAS,AUTO,CARGAS
2021-0063,1,2021-08-02,LUNES,2021,8,2,4,MADRUGADA_2-5,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,"ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,AUTO-AUTO,AUTO,AUTO
2021-0064,1,2021-08-02,LUNES,2021,8,2,20,TARDE_16-20,GRAL PAZ,"PAZ, GRAL. AV.",TONELERO,"PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,PEATON-CARGAS,PEATON,CARGAS
2021-0065,1,2021-08-06,VIERNES,2021,8,6,8,MANIANA_6-10,AVENIDA,SAN JUAN AV.,LA PLATA AV.,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.62699730,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0066,1,2021-08-06,VIERNES,2021,8,6,20,TARDE_16-20,AVENIDA,LOPE DE VEGA AV.,"PAZ, GRAL. AV.","LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0067,1,2021-08-08,DOMINGO,2021,8,8,9,MANIANA_6-10,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0068,1,2021-08-15,DOMINGO,2021,8,15,6,MANIANA_6-10,AVENIDA,"BEIRO, FRANCISCO AV.",,"BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0069,1,2021-08-20,VIERNES,2021,8,20,17,TARDE_16-20,AVENIDA,SANTA FE AV.,,SANTA FE AV. 3428,14,-58.41354692,-34.58697680,PEATON-AUTO,PEATON,AUTO
2021-0070,1,2021-08-28,SABADO,2021,8,28,8,MANIANA_6-10,AVENIDA,"CHILAVERT, MARTINIANO, CORONEL",VARELA AV.,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,MOTO-CARGAS,MOTO,CARGAS
2021-0071,1,2021-08-31,MARTES,2021,8,31,16,TARDE_16-20,CALLE,SAN LUIS,,SAN LUIS 2730,3,-58.40454610,-34.60003693,PEATON-MOTO,PEATON,MOTO
2021-0072,1,2021-09-01,MIERCOLES,2021,9,1,19,TARDE_16-20,AVENIDA,CALLAO AV.,PARAGUAY,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,PEATON-AUTO,PEATON,AUTO
2021-0073,1,2021-09-18,SABADO,2021,9,18,12,MEDIODIA_11-15,AVENIDA,DEL LIBERTADOR AV.,"AGOTE, LUIS DR.","DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA-AUTO,BICICLETA,AUTO
2021-0074,1,2021-09-20,LUNES,2021,9,20,15,MEDIODIA_11-15,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MULTIPLE,MOTO,MULTIPLE
2021-0075,1,2021-09-21,MARTES,2021,9,21,14,MEDIODIA_11-15,CALLE,SALTA,BRASIL,SALTA y BRASIL,1,-58.38281301,-34.62786038,PEATON-CARGAS,PEATON,CARGAS
2021-0076,1,2021-10-16,SABADO,2021,10,16,6,MANIANA_6-10,AVENIDA,"MORENO, PERITO AV.",,"MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0077,1,2021-10-18,LUNES,2021,10,18,7,MANIANA_6-10,AVENIDA,DIRECTORIO AV.,,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,MOTO-CARGAS,MOTO,CARGAS
2021-0078,1,2021-10-23,SABADO,2021,10,23,6,MANIANA_6-10,AVENIDA,INDEPENDENCIA AV.,LA PLATA AV.,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO-PASAJEROS,MOTO,PASAJEROS
2021-0079,1,2021-10-25,LUNES,2021,10,25,3,MADRUGADA_2-5,CALLE,TUCUMAN,,TUCUMAN 3112,3,-58.40944147,-34.60097942,PEATON-AUTO,PEATON,AUTO
2021-0080,1,2021-10-28,JUEVES,2021,10,28,16,TARDE_16-20,AVENIDA,ARENALES,9 DE JULIO AV.,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.59430160,MOTO-AUTO,MOTO,AUTO
2021-0081,1,2021-11-02,MARTES,2021,11,2,13,MEDIODIA_11-15,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,MOTO-CARGAS,MOTO,CARGAS
2021-0082,1,2021-11-06,SABADO,2021,11,6,4,MADRUGADA_2-5,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,MOTO-AUTO,MOTO,AUTO
2021-0083,1,2021-11-09,MARTES,2021,11,9,0,NOCHE_21-1,AVENIDA,CABILDO AV.,OLAZABAL,CABILDO AV. y OLAZABAL,13,-58.45829717,-34.56015762,MOTO-AUTO,MOTO,AUTO
2021-0084,1,2021-11-11,JUEVES,2021,11,11,3,MADRUGADA_2-5,AVENIDA,TAPALQUE,BRUIX AV.,TAPALQUE y BRUIX AV.,9,-58.49142611,-34.64584795,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0085,1,2021-11-20,SABADO,2021,11,20,18,TARDE_16-20,GRAL PAZ,"PAZ, GRAL. AV.",EZEIZA,"PAZ, GRAL. AV. y EZEIZA",12,-58.51271409,-34.57786555,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0086,1,2021-11-25,JUEVES,2021,11,25,10,MANIANA_6-10,AVENIDA,RIVADAVIA AV.,PUAN,RIVADAVIA AV. y PUAN,6,-58.44864864,-34.62352826,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0087,1,2021-11-27,SABADO,2021,11,27,11,MEDIODIA_11-15,CALLE,ESMERALDA,,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON-BICICLETA,PEATON,BICICLETA
2021-0088,1,2021-12-01,MIERCOLES,2021,12,1,15,MEDIODIA_11-15,CALLE,MONROE,3 DE FEBRERO,MONROE y 3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO-AUTO,MOTO,AUTO
2021-0089,1,2021-12-02,JUEVES,2021,12,2,1,NOCHE_21-1,AVENIDA,GAONA AV.,,GAONA AV. 3655,11,-58.47633683,-34.62140594,MOTO-AUTO,MOTO,AUTO
2021-0090,1,2021-12-10,VIERNES,2021,12,10,11,MEDIODIA_11-15,AVENIDA,9 DE JULIO AV.,LAVALLE,9 DE JULIO AV. y LAVALLE,1,-58.38188582,-34.60256036,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0091,1,2021-12-11,SABADO,2021,12,11,23,NOCHE_21-1,CALLE,BAIGORRIA,"HUGO, VICTOR","BAIGORRIA y HUGO, VICTOR",10,-58.51989389,-34.62284918,MOTO-AUTO,MOTO,AUTO
2021-0092,1,2021-12-12,DOMINGO,2021,12,12,6,MANIANA_6-10,AVENIDA,RIVADAVIA AV.,PUEYRREDON AV.,RIVADAVIA AV. y PUEYRREDON AV.,3,-58.40596860,-34.61011987,PEATON-AUTO,PEATON,AUTO
2021-0093,1,2021-12-13,LUNES,2021,12,13,17,TARDE_16-20,AVENIDA,RIESTRA AV.,MOM,RIESTRA AV. y MOM,7,-58.43353773,-34.64561636,MOTO-AUTO,MOTO,AUTO
2021-0094,1,2021-12-20,LUNES,2021,12,20,1,NOCHE_21-1,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",LACARRA AV.,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,-58.46739825,-34.65117757,MOTO-AUTO,MOTO,AUTO
2021-0095,1,2021-12-30,JUEVES,2021,12,30,0,NOCHE_21-1,AVENIDA,GAONA AV.,TERRADA,GAONA AV. y TERRADA,11,-58.47293407,-34.61984745,MOTO-CARGAS,MOTO,CARGAS
2021-0096,1,2021-12-15,MIERCOLES,2021,12,15,10,MANIANA_6-10,AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 4071",9,-58.47066794,-34.65021673,AUTO-CARGAS,AUTO,CARGAS
2021-0097,1,2021-11-18,JUEVES,2021,11,18,6,MANIANA_6-10,CALLE,PADRE CARLOS MUJICA,,PADRE CARLOS MUGICA 709,1,-58.37976155,-34.58679619,BICICLETA-AUTO,BICICLETA,AUTO
