,ID_VICTIMA,ID_HECHO,ROL,SEXO,EDAD,RANGO_ETAREO,FECHA,HORA,TIPO_DE_CALLE,CALLE,CRUCE,COMUNA,LONGITUD,LATITUD,VICTIMA,ACUSADO
0,2016-0001-1,2016-0001,CONDUCTOR,MASCULINO,19,18_33,2016-01-01,4,AVENIDA,PIEDRA BUENA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47533969,-34.68757022,MOTO,AUTO
1,2016-0002-2,2016-0002,CONDUCTOR,MASCULINO,70,>65,2016-01-02,1,GRAL PAZ,"PAZ, GRAL. AV.",DE LOS CORRALES AV.,9,-58.50877521,-34.66977709,AUTO,PASAJEROS
2,2016-0003-3,2016-0003,CONDUCTOR,MASCULINO,30,18_33,2016-01-03,7,AVENIDA,ENTRE RIOS AV.,,1,-58.39040293,-34.63189362,MOTO,AUTO
3,2016-0004-4,2016-0004,CONDUCTOR,MASCULINO,18,18_33,2016-01-10,0,AVENIDA,LARRAZABAL AV.,"VILLEGAS, CONRADO, GRAL.",8,-58.46503904,-34.68092974,MOTO,SD
4,2016-0005-5,2016-0005,CONDUCTOR,MASCULINO,29,18_33,2016-01-21,5,AVENIDA,SAN JUAN AV.,"SAENZ PEÑA, LUIS, PRES.",1,-58.38718297,-34.62246630,MOTO,PASAJEROS
5,2016-0008-6,2016-0008,CONDUCTOR,MASCULINO,30,18_33,2016-01-24,18,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO
6,2016-0009-7,2016-0009,PASAJERO_ACOMPAÑANTE,MASCULINO,29,18_33,2016-01-24,19,CALLE,NOGOYA,"GONZALEZ, JOAQUIN V.",11,-58.50095869,-34.60825440,MOTO,AUTO
7,2016-0010-8,2016-0010,CONDUCTOR,MASCULINO,18,18_33,2016-01-29,15,GRAL PAZ,"PAZ, GRAL. AV.",DE LOS CORRALES AV.,9,-58.50877521,-34.66977709,MOTO,AUTO
8,2016-0012-9,2016-0012,CONDUCTOR,MASCULINO,22,18_33,2016-02-08,1,AVENIDA,BELGRANO AV.,"IRIGOYEN, BERNARDO DE",1,-58.38048577,-34.61303893,MOTO,CARGAS
9,2016-0013-10,2016-0013,PEATON,MASCULINO,16,<18,2016-02-10,11,AVENIDA,ENTRE RIOS AV.,,1,-58.39114932,-34.62477387,PEATON,AUTO
10,2016-0015-11,2016-0015,PEATON,FEMENINO,16,<18,2016-02-14,5,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",VERA,15,-58.43760020,-34.59912758,PEATON,AUTO
11,2016-0016-12,2016-0016,PASAJERO_ACOMPAÑANTE,FEMENINO,19,18_33,2016-02-14,22,AVENIDA,REGIMIENTO DE PATRICIOS AV.,"QUINQUELA MARTIN, BENITO",4,-58.36882665,-34.64291993,MOTO,AUTO
12,2016-0017-13,2016-0017,PEATON,MASCULINO,59,50_65,2016-02-15,16,AVENIDA,"ACOSTA, MARIANO","JANER, ANA MARIA",8,-58.44989671,-34.65970435,PEATON,MOTO
13,2016-0019-14,2016-0019,PEATON,FEMENINO,65,>65,2016-02-17,9,CALLE,"DE LA TORRE, LISANDRO","GARCIA GRANDE DE ZEQUEIRA, SEVERO",9,-58.50990884,-34.65468721,PEATON,PASAJEROS
14,2016-0020-15,2016-0020,PEATON,MASCULINO,59,50_65,2016-02-17,16,CALLE,SUIPACHA,,1,-58.37952223,-34.60653282,PEATON,AUTO
15,2016-0021-16,2016-0021,CONDUCTOR,MASCULINO,34,34_49,2016-02-17,23,AVENIDA,DIRECTORIO AV.,CURAPALIGUE,7,-58.45157703,-34.63063795,AUTO,AUTO
16,2016-0022-17,2016-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,41,34_49,2016-02-21,6,AVENIDA,9 DE JULIO AV.,"ALSINA, ADOLFO",1,-58.38144696,-34.61079875,MOTO,AUTO
17,2016-0025-18,2016-0025,PASAJERO_ACOMPAÑANTE,MASCULINO,34,34_49,2016-02-28,4,GRAL PAZ,"PAZ, GRAL. AV.",27 DE FEBRERO AV.,8,-58.46244952,-34.70524971,AUTO,AUTO
18,2016-0026-19,2016-0026,CONDUCTOR,MASCULINO,30,18_33,2016-02-28,7,CALLE,HOLMBERG,VEDIA,12,-58.49216191,-34.54738649,AUTO,OBJETO FIJO
19,2016-0027-20,2016-0027,PASAJERO_ACOMPAÑANTE,MASCULINO,34,34_49,2016-02-28,9,AVENIDA,CURAPALIGUE AV.,"DIAZ, AVELINO",7,-58.44497874,-34.63852623,AUTO,AUTO
20,2016-0028-21,2016-0028,PEATON,MASCULINO,50,50_65,2016-03-02,10,AVENIDA,VIAMONTE,9 DE JULIO AV.,1,-58.38199706,-34.60028648,PEATON,CARGAS
21,2016-0029-22,2016-0029,PEATON,MASCULINO,38,34_49,2016-03-04,17,AVENIDA,CABILDO AV.,DEHEZA,12,-58.47378664,-34.54153077,PEATON,PASAJEROS
22,2016-0031-23,2016-0031,CONDUCTOR,MASCULINO,21,18_33,2016-03-08,12,GRAL PAZ,"PAZ, GRAL. AV.","ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO,PASAJEROS
23,2016-0034-24,2016-0034,PEATON,MASCULINO,52,50_65,2016-03-12,12,AVENIDA,"ALCORTA, AMANCIO AV.","BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON,PASAJEROS
24,2016-0035-25,2016-0035,CONDUCTOR,MASCULINO,34,34_49,2016-03-13,6,AVENIDA,CORRIENTES AV.,CALLAO AV.,3,-58.39228965,-34.60443527,MOTO,PASAJEROS
25,2016-0036-26,2016-0036,PASAJERO_ACOMPAÑANTE,MASCULINO,36,34_49,2016-03-14,0,CALLE,HERRERA,"VALLE, ARISTOBULO DEL",4,-58.37813396,-34.63668504,MOTO,PASAJEROS
26,2016-0037-27,2016-0037,CONDUCTOR,MASCULINO,20,18_33,2016-03-19,11,AVENIDA,LAFUENTE AV.,QUIRNO,7,-58.46275892,-34.64358293,MOTO,MOTO
27,2016-0038-28,2016-0038,PEATON,MASCULINO,29,18_33,2016-03-21,8,GRAL PAZ,"PAZ, GRAL. AV.",ZUVIRIA,8,-58.49683458,-34.67892743,PEATON,PASAJEROS
28,2016-0039-29,2016-0039,CONDUCTOR,MASCULINO,20,18_33,2016-03-23,1,AVENIDA,"MITRE, BARTOLOME",PUEYRREDON AV.,3,-58.40603217,-34.60883960,MOTO,PASAJEROS
29,2016-0041-30,2016-0041,CONDUCTOR,MASCULINO,54,50_65,2016-03-29,11,AVENIDA,DIRECTORIO AV.,RIVERA INDARTE AV.,7,-58.46076550,-34.63350444,MOTO,CARGAS
30,2016-0041-31,2016-0041,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,SD,2016-03-29,11,AVENIDA,DIRECTORIO AV.,RIVERA INDARTE AV.,7,-58.46076550,-34.63350444,MOTO,CARGAS
31,2016-0043-32,2016-0043,PEATON,FEMENINO,56,50_65,2016-03-30,18,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",MURGUIONDO,8,-58.47832463,-34.67494416,PEATON,CARGAS
32,2016-0044-33,2016-0044,CONDUCTOR,MASCULINO,24,18_33,2016-03-31,19,AVENIDA,"MORENO, JOSE MARIA AV.",BALBASTRO,7,-58.43213235,-34.63693953,MOTO,MULTIPLE
33,2016-0045-34,2016-0045,CONDUCTOR,MASCULINO,SD,SD,2016-04-11,10,GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,13,-58.46743471,-34.53476874,MOTO,SD
34,2016-0047-35,2016-0047,PEATON,MASCULINO,41,34_49,2016-04-15,5,CALLE,LIMA,,1,-58.38247061,-34.62571878,PEATON,PASAJEROS
35,2016-0048-36,2016-0048,PEATON,FEMENINO,SD,SD,2016-04-15,17,AVENIDA,CORRIENTES AV.,DORREGO AV.,15,-58.44759966,-34.59170240,PEATON,PASAJEROS
36,2016-0049-37,2016-0049,SD,SD,SD,SD,2016-04-17,0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37714647568196,-34.63657525428238,SD,SD
37,2016-0050-38,2016-0050,PEATON,MASCULINO,78,>65,2016-04-19,9,AVENIDA,"GORDILLO, TIMOTEO","FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47305463,-34.68550712,PEATON,PASAJEROS
38,2016-0051-39,2016-0051,CONDUCTOR,MASCULINO,36,34_49,2016-04-20,4,AVENIDA,"ALCORTA, AMANCIO AV.","BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,MOTO,CARGAS
39,2016-0052-40,2016-0052,SD,SD,SD,SD,2016-04-20,20,AUTOPISTA,"LUGONES, LEOPOLDO AV.",,13,.,.,MOTO,SD
40,2016-0053-41,2016-0053,PEATON,MASCULINO,38,34_49,2016-04-22,9,AVENIDA,TRIUNVIRATO AV.,OLAZABAL AV.,12,-58.48429180,-34.57558053,PEATON,PASAJEROS
41,2016-0054-42,2016-0054,CONDUCTOR,MASCULINO,30,18_33,2016-04-23,21,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,"PAZ, GRAL. AV.",8,-58.48695354,-34.68795245,MOTO,MOTO
42,2016-0055-43,2016-0055,PEATON,MASCULINO,79,>65,2016-04-25,20,AVENIDA,"CASTILLA, RAMON, MARISCAL","FIGUEROA ALCORTA, PRES. AV.",14,-58.40021959,-34.57964781,PEATON,CARGAS
43,2016-0056-44,2016-0056,CONDUCTOR,MASCULINO,26,18_33,2016-04-26,4,AVENIDA,"CAMPOS, LUIS M. AV.",,14,-58.42957885,-34.57660058,MOTO,OBJETO FIJO
44,2016-0058-45,2016-0058,PEATON,FEMENINO,57,50_65,2016-05-04,14,CALLE,LIMA,,1,-58.38247542,-34.62556293,PEATON,MOTO
45,2016-0059-46,2016-0059,PEATON,MASCULINO,37,34_49,2016-05-08,16,CALLE,CIUDADELA,LIMA,1,-58.38222219,-34.62728101,PEATON,PASAJEROS
46,2016-0064-47,2016-0064,PEATON,MASCULINO,20,18_33,2016-05-14,18,AVENIDA,"JUSTO, JUAN B. AV.",CARRASCO AV.,10,-58.49485242,-34.62953445,PEATON,PASAJEROS
47,2016-0065-48,2016-0065,PEATON,MASCULINO,20,18_33,2016-05-20,14,AVENIDA,GAONA AV.,ESPINOSA,6,-58.45227946,-34.61068024,PEATON,AUTO
48,2016-0067-49,2016-0067,PASAJERO_ACOMPAÑANTE,FEMENINO,30,18_33,2016-05-21,17,AVENIDA,"DE LA TORRE, LISANDRO",SARAZA,8,-58.48455411,-34.67512760,MOTO,PASAJEROS
49,2016-0068-50,2016-0068,CONDUCTOR,MASCULINO,58,50_65,2016-05-22,22,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",PUEYRREDON AV.,2,-58.39056593,-34.58418569,MOTO,PASAJEROS
50,2016-0069-51,2016-0069,CONDUCTOR,MASCULINO,30,18_33,2016-05-23,3,AVENIDA,ENTRE RIOS AV.,FILIBERTO,3,-58.39118948,-34.62704273,AUTO,CARGAS
51,2016-0073-52,2016-0073,CONDUCTOR,MASCULINO,23,18_33,2016-06-11,15,CALLE,"MAGARIÑOS CERVANTES, A",,10,-58.49021952,-34.62025108,MOTO,CARGAS
52,2016-0074-53,2016-0074,CONDUCTOR,MASCULINO,60,50_65,2016-06-12,6,GRAL PAZ,"PAZ, GRAL. AV.","SCAPINO, RODOLFO",8,-58.49896559,-34.67732118,AUTO,AUTO
53,2016-0075-54,2016-0075,PEATON,MASCULINO,42,34_49,2016-06-12,23,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,MIRALLA,8,-58.47461076,-34.66874679,PEATON,AUTO
54,2016-0076-55,2016-0076,PEATON,FEMENINO,53,50_65,2016-06-13,16,AVENIDA,SAN MARTIN AV.,CAMARONES,15,-58.46210891,-34.60356211,PEATON,PASAJEROS
55,2016-0077-56,2016-0077,PEATON,FEMENINO,SD,SD,2016-06-13,21,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL","ALEM, LEANDRO N. AV.",1,-58.37027770,-34.60536123,PEATON,PASAJEROS
56,2016-0078-57,2016-0078,CONDUCTOR,MASCULINO,30,18_33,2016-06-13,23,AVENIDA,BELGRANO AV.,JUJUY AV.,3,-58.40491455,-34.61463830,MOTO,MOTO
57,2016-0079-58,2016-0079,CONDUCTOR,FEMENINO,51,50_65,2016-06-16,17,AVENIDA,DEL LIBERTADOR AV.,"UDAONDO, GUILLERMO AV.",13,-58.45504154,-34.54864492,AUTO,AUTO
58,2016-0080-59,2016-0080,CONDUCTOR,MASCULINO,60,50_65,2016-06-18,6,GRAL PAZ,"PAZ, GRAL. AV.",RIVADAVIA AV.,9,-58.52927982,-34.63931752,AUTO,SD
59,2016-0081-60,2016-0081,CONDUCTOR,MASCULINO,40,34_49,2016-06-22,7,AVENIDA,"LARRALDE, CRISOLOGO AV.",MACHAIN,12,-58.48721060,-34.55904606,MOTO,AUTO
60,2016-0082-61,2016-0082,PEATON,MASCULINO,87,>65,2016-06-27,18,AVENIDA,LA PLATA AV.,,4,-58.42273092,-34.64228803,PEATON,AUTO
61,2016-0083-62,2016-0083,PEATON,FEMENINO,76,>65,2016-06-28,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",PUAN,6,-58.44788671,-34.62539009,PEATON,MOTO
62,2016-0084-63,2016-0084,PEATON,MASCULINO,57,50_65,2016-06-29,22,CALLE,"PELLEGRINI, CARLOS",TUCUMAN,1,-58.38110563,-34.60135531,PEATON,PASAJEROS
63,2016-0085-64,2016-0085,SD,MASCULINO,SD,SD,2016-06-29,22,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",EREZCANO,4,-58.42378834,-34.65734100,MOTO,OTRO
64,2016-0086-65,2016-0086,PEATON,MASCULINO,75,>65,2016-06-30,16,AVENIDA,OLIVERA AV.,"FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON,PASAJEROS
65,2016-0087-66,2016-0087,CONDUCTOR,MASCULINO,23,18_33,2016-07-03,0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,1,-58.37864583,-34.62907067,MOTO,OBJETO FIJO
66,2016-0088-67,2016-0088,PEATON,FEMENINO,70,>65,2016-07-11,15,CALLE,CERETTI,NUÑEZ,12,-58.50151750,-34.56767549,PEATON,AUTO
67,2016-0089-68,2016-0089,PEATON,MASCULINO,35,34_49,2016-07-14,6,AUTOPISTA,"LUGONES, LEOPOLDO AV.",LA PAMPA,13,-58.43233425,-34.55185825,PEATON,AUTO
68,2016-0090-69,2016-0090,PEATON,MASCULINO,60,50_65,2016-07-14,22,AVENIDA,"SALGUERO, JERONIMO",RIVADAVIA AV.,5,-58.41971993,-34.61112240,PEATON,PASAJEROS
69,2016-0092-70,2016-0092,CONDUCTOR,MASCULINO,24,18_33,2016-07-15,11,GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,13,-58.46743471,-34.53476874,MOTO,CARGAS
70,2016-0093-71,2016-0093,CONDUCTOR,MASCULINO,35,34_49,2016-07-17,3,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","MITRE, EMILIO",6,-58.44362126,-34.62301748,AUTO,AUTO
71,2016-0095-72,2016-0095,CONDUCTOR,MASCULINO,29,18_33,2016-07-23,6,AVENIDA,MERCEDES,MOSCONI GENERAL AV.,11,-58.51713095,-34.59546519,MOTO,AUTO
72,2016-0096-73,2016-0096,CONDUCTOR,MASCULINO,SD,SD,2016-07-25,7,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,8,-58.47433193007387,-34.66684950051973,MOTO,CARGAS
73,2016-0097-74,2016-0097,PEATON,MASCULINO,80,>65,2016-07-26,18,CALLE,SOLIS,MEXICO,1,-58.39038605,-34.61562810,PEATON,AUTO
74,2016-0098-75,2016-0098,CONDUCTOR,FEMENINO,43,34_49,2016-07-27,16,AVENIDA,SAN JUAN AV.,ALBERTI,3,-58.40042405,-34.62356174,MOTO,CARGAS
75,2016-0099-76,2016-0099,CONDUCTOR,MASCULINO,45,34_49,2016-07-29,16,GRAL PAZ,MOSCONI GENERAL AV.,"PAZ, GRAL. AV.",11,-58.52340614,-34.59798754,CARGAS,CARGAS
76,2016-0100-77,2016-0100,CONDUCTOR,MASCULINO,57,50_65,2016-08-03,23,GRAL PAZ,"PAZ, GRAL. AV.",DONADO,12,-58.49491054,-34.54795581,MOTO,OBJETO FIJO
77,2016-0101-78,2016-0101,SD,MASCULINO,67,>65,2016-08-07,19,GRAL PAZ,"PAZ, GRAL. AV.","CHAVEZ, JORGE",9,-58.52932872,-34.65014993,SD,SD
78,2016-0102-79,2016-0102,CONDUCTOR,MASCULINO,29,18_33,2016-08-10,23,AVENIDA,"PERON, EVA AV.","SUAREZ, JOSE LEON",9,-58.50011639,-34.67316502,MOTO,CARGAS
79,2016-0104-80,2016-0104,CONDUCTOR,MASCULINO,21,18_33,2016-08-14,21,AVENIDA,ZINNY,SANTIAGO DE COMPOSTELA AV.,9,-58.46635001,-34.65624369,MOTO,PASAJEROS
80,2016-0105-81,2016-0105,PEATON,MASCULINO,19,18_33,2016-08-17,0,AVENIDA,"LACROZE, FEDERICO AV.",FRAGA,15,-58.45343236,-34.58435809,PEATON,PASAJEROS
81,2016-0106-82,2016-0106,PEATON,MASCULINO,38,34_49,2016-08-19,21,AVENIDA,"PELLEGRINI, CARLOS",DEL LIBERTADOR AV.,1,-58.38090932,-34.58927731,PEATON,PASAJEROS
82,2016-0107-83,2016-0107,CONDUCTOR,MASCULINO,21,18_33,2016-08-20,8,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37157668,-34.65429986,MOTO,AUTO
83,2016-0109-84,2016-0109,CONDUCTOR,FEMENINO,53,50_65,2016-08-24,5,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,9,-58.52280139,-34.63659934,AUTO,OBJETO FIJO
84,2016-0110-85,2016-0110,PEATON,MASCULINO,57,50_65,2016-08-24,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,9,-58.51232237,-34.65903530,PEATON,SD
85,2016-0111-86,2016-0111,CONDUCTOR,MASCULINO,27,18_33,2016-08-25,9,AUTOPISTA,LUGONES,LA PAMPA,15,-58.47461905,-34.57663634,MOTO,CARGAS
86,2016-0112-87,2016-0112,CONDUCTOR,MASCULINO,24,18_33,2016-08-27,4,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,MOTO,OBJETO FIJO
87,2016-0113-88,2016-0113,PEATON,FEMENINO,60,50_65,2016-08-27,16,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,9,-58.49603546,-34.64564271,PEATON,PASAJEROS
88,2016-0114-89,2016-0114,CICLISTA,FEMENINO,55,50_65,2016-08-31,11,CALLE,"SALGUERO, JERONIMO",,14,-58.41848605,-34.59394733,BICICLETA,CARGAS
89,2016-0115-90,2016-0115,SD,MASCULINO,SD,SD,2016-09-02,11,CALLE,ARIAS,TRONADOR,12,-58.48935041,-34.54917673,SD,CARGAS
90,2016-0116-91,2016-0116,CONDUCTOR,MASCULINO,30,18_33,2016-09-02,20,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,AUTO
91,2016-0117-92,2016-0117,CONDUCTOR,MASCULINO,43,34_49,2016-09-03,15,AVENIDA,DEL LIBERTADOR AV.,TAGLE,14,-58.39936478,-34.58271474,AUTO,AUTO
92,2016-0118-93,2016-0118,CONDUCTOR,MASCULINO,27,18_33,2016-09-04,3,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,1,-58.37936704,-34.62694503,AUTO,AUTO
93,2016-0119-94,2016-0119,PASAJERO_ACOMPAÑANTE,FEMENINO,SD,SD,2016-09-04,6,AVENIDA,"LARRALDE, CRISOLOGO AV.",TRIUNVIRATO AV.,12,-58.49659234,-34.56353635,SD,SD
94,2016-0122-95,2016-0122,CICLISTA,MASCULINO,49,34_49,2016-09-13,7,AVENIDA,"PERON, EVA AV.",,9,-58.47256391,-34.65194557,BICICLETA,PASAJEROS
95,2016-0123-96,2016-0123,CONDUCTOR,FEMENINO,58,50_65,2016-09-14,9,AVENIDA,ASAMBLEA AV.,"BONORINO, ESTEBAN, CNEL. AV.",7,-58.45130953,-34.64053676,MOTO,AUTO
96,2016-0124-97,2016-0124,PEATON,MASCULINO,67,>65,2016-09-16,15,AVENIDA,RIVADAVIA AV.,RIVERA INDARTE AV.,7,-58.46271207,-34.62884871,PEATON,PASAJEROS
97,2016-0125-98,2016-0125,CONDUCTOR,MASCULINO,30,18_33,2016-09-17,12,AUTOPISTA,AUTOPISTA PERITO MORENO,"ALBERDI, JUAN BAUTISTA AV.",10,-58.49020869,-34.64243791,MOTO,MOTO
98,2016-0126-99,2016-0126,CONDUCTOR,MASCULINO,37,34_49,2016-09-18,22,CALLE,IRIGOYEN,TINOGASTA,10,-58.52572109,-34.62125906,AUTO,CARGAS
99,2016-0126-100,2016-0126,PASAJERO_ACOMPAÑANTE,MASCULINO,60,50_65,2016-09-18,22,CALLE,IRIGOYEN,TINOGASTA,10,-58.52572109,-34.62125906,AUTO,CARGAS
100,2016-0127-101,2016-0127,PEATON,MASCULINO,50,50_65,2016-09-24,10,AVENIDA,"ACOSTA, MARIANO","ROCA, CNEL. AV.",8,-58.44094791,-34.66677111,PEATON,PASAJEROS
101,2016-0128-102,2016-0128,PEATON,FEMENINO,81,>65,2016-10-02,11,AVENIDA,CASTRO,PAVON AV.,5,-58.41914024,-34.63053890,PEATON,PASAJEROS
102,2016-0130-103,2016-0130,CONDUCTOR,MASCULINO,29,18_33,2016-10-04,12,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,1,-58.37910942,-34.62764717,MOTO,CARGAS
103,2016-0131-104,2016-0131,PEATON,MASCULINO,35,34_49,2016-10-09,19,CALLE,MIRAVE,,4,-58.39871183,-34.64539318,PEATON,AUTO
104,2016-0132-105,2016-0132,PASAJERO_ACOMPAÑANTE,MASCULINO,30,18_33,2016-10-10,2,AVENIDA,SAN JUAN AV.,24 DE NOVIEMBRE,3,-58.41036975,-34.62477021,AUTO,PASAJEROS
105,2016-0133-106,2016-0133,CONDUCTOR,MASCULINO,41,34_49,2016-10-14,0,AVENIDA,LAS HERAS GENERAL AV.,SANCHEZ DE BUSTAMANTE,14,-58.40204698,-34.58342690,MOTO,AUTO
106,2016-0134-107,2016-0134,CONDUCTOR,MASCULINO,25,18_33,2016-10-23,5,AVENIDA,PIEDRA BUENA AV.,2 DE ABRIL DE 1982,8,-58.48935287,-34.67648597,MOTO,OBJETO FIJO
107,2016-0135-108,2016-0135,PEATON,MASCULINO,29,18_33,2016-10-24,5,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","PINEDO, INT.",14,-58.42260225,-34.56403694,PEATON,SD
108,2016-0136-109,2016-0136,CONDUCTOR,SD,SD,SD,2016-10-25,0,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,4,.,.,MOTO,CARGAS
109,2016-0137-110,2016-0137,CONDUCTOR,MASCULINO,30,18_33,2016-10-25,0,AVENIDA,SAN MARTIN AV.,LADINES,11,-58.51537091,-34.59035925,MOTO,MOTO
110,2016-0138-111,2016-0138,CICLISTA,FEMENINO,33,18_33,2016-10-27,20,AVENIDA,CABILDO AV.,BLANCO ENCALADA,13,-58.45909670,-34.55922742,BICICLETA,CARGAS
111,2016-0139-112,2016-0139,PASAJERO_ACOMPAÑANTE,FEMENINO,35,34_49,2016-10-28,23,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",DORREGO AV.,14,-58.42008769,-34.56539579,MOTO,MOTO
112,2016-0140-113,2016-0140,PASAJERO_ACOMPAÑANTE,MASCULINO,20,18_33,2016-10-31,2,AVENIDA,JURAMENTO AV.,VUELTA DE OBLIGADO,13,-58.45566399,-34.56147293,PASAJEROS,PASAJEROS
113,2016-0142-114,2016-0142,CONDUCTOR,MASCULINO,46,34_49,2016-11-05,23,AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,MOTO,PASAJEROS
114,2016-0143-115,2016-0143,CONDUCTOR,MASCULINO,35,34_49,2016-11-06,4,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,SD
115,2016-0144-116,2016-0144,PEATON,MASCULINO,83,>65,2016-11-07,12,AVENIDA,"BROWN, ALTE. AV.",,4,-58.35975012,-34.63343907,PEATON,PASAJEROS
116,2016-0145-117,2016-0145,CONDUCTOR,MASCULINO,39,34_49,2016-11-07,20,AVENIDA,DEL LIBERTADOR AV.,LA PAMPA,13,-58.44523595,-34.55953855,MOTO,AUTO
117,2016-0146-118,2016-0146,PEATON,FEMENINO,29,18_33,2016-11-09,20,AVENIDA,PICHINCHA AV.,BRASIL,4,-58.39626094,-34.63036565,PEATON,PASAJEROS
118,2016-0147-119,2016-0147,PASAJERO_ACOMPAÑANTE,MASCULINO,55,50_65,2016-11-16,21,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOVIL,PASAJEROS
119,2016-0148-120,2016-0148,CONDUCTOR,MASCULINO,SD,SD,2016-11-16,22,AVENIDA,GARMENDIA AV.,,15,-58.46536113,-34.59484504,MOTO,MOTO
120,2016-0150-121,2016-0150,PASAJERO_ACOMPAÑANTE,MASCULINO,41,34_49,2016-11-18,18,AVENIDA,"ALCORTA, AMANCIO AV.","TABORDA, DIOGENES",4,-58.40879146,-34.65273216,CARGAS,CARGAS
121,2016-0151-122,2016-0151,PEATON,SD,SD,SD,2016-11-18,20,CALLE,SD,,0,.,.,PEATON,SD
122,2016-0152-123,2016-0152,CONDUCTOR,MASCULINO,42,34_49,2016-11-23,21,AVENIDA,"MORENO, PERITO AV.",ZUVIRIA,7,-58.46451841,-34.64991946,MOTO,AUTO
123,2016-0153-124,2016-0153,PEATON,FEMENINO,83,>65,2016-11-25,15,AVENIDA,ARAOZ,CORDOBA AV.,15,-58.42917090,-34.59485488,PEATON,MOTO
124,2016-0154-125,2016-0154,CONDUCTOR,MASCULINO,38,34_49,2016-11-26,14,GRAL PAZ,"PAZ, GRAL. AV.",,8,-58.49007772,-34.68251141,MOTO,MOTO
125,2016-0155-126,2016-0155,PEATON,FEMENINO,29,18_33,2016-11-26,16,CALLE,MADERO,,10,-58.52756365,-34.62772274,PEATON,AUTO
126,2016-0156-127,2016-0156,CONDUCTOR,MASCULINO,23,18_33,2016-11-26,19,AVENIDA,INDEPENDENCIA AV.,DEAN FUNES,3,-58.40638983,-34.61943202,MOTO,PASAJEROS
127,2016-0157-128,2016-0157,CONDUCTOR,MASCULINO,23,18_33,2016-12-03,6,AVENIDA,"JUSTO, JUAN B. AV.",,11,-58.47576807,-34.61740997,MOTO,MOTO
128,2016-0159-129,2016-0159,CONDUCTOR,MASCULINO,23,18_33,2016-12-04,7,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,8,-58.44451316,-34.68475866,AUTO,SD
129,2016-0160-130,2016-0160,CONDUCTOR,MASCULINO,29,18_33,2016-12-06,5,AUTOPISTA,AUTOPISTA PERITO MORENO,,9,-58.51927194,-34.63635787,CARGAS,OBJETO FIJO
130,2016-0161-131,2016-0161,PEATON,MASCULINO,50,50_65,2016-12-06,7,AVENIDA,SANTA FE AV.,GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON,PASAJEROS
